index,tweet_id
528,1232306507888386048
528,1232303634110668801
528,1232302426390175749
528,1232300647577505793
528,1232298240856461316
528,1232291322008043520
528,1232288354009522176
528,1232286150531911680
528,1232281480782602240
528,1232245010273316864
528,1232238159825645568
528,1232238158798114817
528,1232234776540647424
528,1232229895218040832
528,1232221008574263302
528,1232187932724862976
528,1232186484716920835
528,1232180282867892226
528,1232168228752740352
528,1232167377737076736
528,1232153844949213185
528,1232151360927420421
528,1232145368780947459
528,1232144963166785536
528,1232135886516736000
528,1232134146715029504
528,1232130416712323074
528,1232127399434870786
528,1232122308598345728
528,1232113391533273093
528,1232112103953195008
528,1232111621444710401
528,1232109191487279104
528,1232107774118629376
528,1232106169239511042
528,1232105298191478784
528,1232103971679961088
528,1232101793951182849
528,1232099068060499976
528,1232098922887352320
528,1232095767600324608
528,1232091123662893058
528,1232088403543330817
528,1232086266054893569
528,1232085522069114885
528,1232085332117663744
528,1232078462363557898
528,1232074888434929664
528,1232070270397145088
528,1232069421444816896
528,1232067727705153536
528,1232063316857479168
528,1232056548844662785
528,1232056000192094208
528,1232052021479575553
528,1232051776204894208
528,1232051410939895810
528,1232041924481208321
528,1232038939076308993
528,1232032356464238593
528,1232032022773805056
528,1232023046833102848
528,1232022916545597449
528,1232019136928210945
528,1232015297189642241
528,1232013199295361024
528,1232012541129154565
536,1253051954437087233
536,1243975697061818371
536,1240207245658460161
536,1240085023383928833
536,1238582077165113344
536,1238281652192841728
536,1234629199672987648
536,1233562743275429888
536,1233460527105482759
536,1233436641492185089
536,1233376778145746945
536,1233367933948219393
536,1233091753055576065
536,1233072929296076802
536,1.23228E+18
536,1232050341652369410
536,1232027018662940675
536,1229227064294858753
536,1228999419305058304
536,1228851892647813120
536,1228851694756417537
536,1228845034788790272
536,1228775715782430720
536,1228540740969648129
536,1228410630174015488
536,1227855859025231872
536,1227807980420243456
536,1227785237393965058
536,1227640198802165761
536,1227455504408027136
536,1227437971089088512
536,1227322090124140545
536,1227023798941241345
536,1226887302271643650
536,1226695459453845505
536,1226179841730469895
536,1225957564598214656
536,1225826661305745408
536,1225809751809806336
536,1225557329531297792
536,1225526804410183687
536,1225491090805022723
536,1225376505884217344
536,1225343983770988544
536,1225339645417971712
536,1225281070121177088
536,1225250569717211137
536,1225244432242442240
536,1225237707120496640
536,1225236039268212737
536,1225226929848147969
536,1225226347531862016
536,1225226148533063681
536,1225214934381924355
536,1225144999165267969
536,1225071978652086273
536,1225002786120720384
536,1224881414283329546
536,1224873334363643905
536,1224809571295711232
536,1224791514200539140
536,1224787359792631808
536,1224756926388502533
536,1224755375565570053
606,1256365547320729604
606,1256291122600644609
606,1256280854931931140
606,1256155312362528770
606,1256133452564439040
606,1255989948982976514
606,1255913574461050881
606,1255732617544155136
606,1255707827802460162
606,1255636916185243650
606,1255635976837308423
606,1255614305409564678
606,1255594394247405571
606,1255556998395039746
606,1255522818902626311
606,1255520293961060354
606,1255470490270994435
606,1255301506133360641
606,1255269152534736896
606,1255268643828531202
606,1254929269354041344
606,1254921015521468416
606,1254832823808262145
606,1254617267771498496
606,1254400347717668864
606,1254174198303522818
606,1253614644725497856
606,1253607225567834113
606,1253605521698902016
606,1253401598186921985
606,1253187755284127748
606,1253153104599625728
606,1253133522216390657
606,1253048204465225732
606,1252914708799197184
606,1252903422602260481
606,1252857380120870912
606,1252853917987115009
606,1252725397093076995
606,1252434027950125059
606,1252278449277984768
606,1252277549624893440
606,1252253604062396417
606,1252216254569553921
606,1252027291330215936
606,1251908097859375104
606,1251904477516496898
606,1251890334444990464
606,1251876604525129728
606,1251870870160760833
606,1251804178265059329
606,1251773397144502272
606,1251763030431600640
606,1251707617157828608
606,1251586150550122498
606,1251549029395238913
606,1251532150026964993
606,1251331102352039937
606,1251315863980052485
606,1251284834619666433
606,1251112578648072192
606,1251088934660116480
606,1251022645971345419
606,1251009304527638529
606,1250988280146878464
606,1250942712821547008
606,1250942442687381513
606,1250924503699542016
606,1250923390518480896
606,1250852975955886082
606,1250850664164573186
606,1250773981591998464
606,1250755455829315584
606,1250755266607529984
606,1250632036341223424
606,1250623383756328961
606,1250604461380243456
606,1250484396601282561
606,1250430712240455685
606,1250393813140586496
606,1250183984207855618
606,1250182318976876544
606,1250156869160558592
606,1249997270470123520
606,1249948113432752128
606,1249936213869379585
606,1249928570601906178
606,1249862591935102979
606,1249732748828463105
606,1249684512071548940
606,1249621351695962112
606,1249592591517024261
606,1249534414658273280
606,1249528334570205189
606,1249522461202415616
606,1249472173888192519
606,1249191090659512320
606,1249110291784196096
606,1248685476925636608
606,1248358591708508162
606,1247913452808503296
606,1247876407956471808
606,1247582334049751058
606,1247484929673433088
606,1247388864412450816
606,1247228766952263680
606,1247168275613495298
606,1247159644201631745
606,1247156539326181376
606,1247108694208385025
606,1247008139565846528
606,1246988275866312707
606,1246974127958708224
606,1246774904827101184
606,1246639811416543232
606,1246617391934496769
606,1246473540712488960
606,1245938622177689608
606,1245938260070801413
606,1245938167544451079
606,1245700746751983616
606,1245501354971365377
606,1245485604550344704
606,1245451667669123073
606,1245433397012582403
606,1245421124994899974
606,1245401199118970880
606,1245052763408605191
606,1245022849850576898
606,1245018682146709504
606,1244986391844589568
606,1244981087643873284
606,1244930077617532928
606,1244826801987375104
606,1244819825186258945
606,1244335797265784833
606,1244306502321487876
606,1244290629279944706
606,1244277439812911105
606,1244257555804819456
606,1244236842523901953
606,1244221007361179648
606,1244208830927515648
606,1244192622895341569
606,1244073161689358336
606,1244048921871003648
606,1244040756333084673
606,1243914833726017536
606,1243845394141978630
606,1243647617814298624
606,1243343018436046855
606,1243303692910112768
606,1243026976002080768
606,1242970045069889542
606,1242897841925902336
606,1242646192732897282
606,1242602517432881153
606,1242568784671469568
606,1242540873897967623
606,1242524563742875649
606,1242395235260473344
606,1242309129147834368
606,1242180970670886913
606,1242176078547845120
606,1242172850783449088
606,1242133770318331905
606,1242129478727471107
606,1242126800475451395
606,1242027513519288322
606,1241986406257393664
606,1241840764042326018
606,1241835019859038209
